sgRNA	Gene	49117_9
ANKRD12_5	ANKRD12	0
ANKRD13A_1	ANKRD13A	0
ANKRD13A_2	ANKRD13A	0
ANKRD13A_3	ANKRD13A	0
ANKRD13A_4	ANKRD13A	0
ANKRD13A_5	ANKRD13A	0
ANKRD13B_1	ANKRD13B	0
ANKRD13B_2	ANKRD13B	0
ANKRD13B_3	ANKRD13B	0
ANKRD13B_4	ANKRD13B	0
ANKRD13B_5	ANKRD13B	0
ANKRD13C_1	ANKRD13C	0
ANKRD13C_2	ANKRD13C	0
ANKRD13C_3	ANKRD13C	0
ANKRD13C_4	ANKRD13C	0
ANKRD13C_5	ANKRD13C	0
ANKRD13D_1	ANKRD13D	0
ANKRD13D_2	ANKRD13D	0
ANKRD13D_3	ANKRD13D	0
ANKRD13D_4	ANKRD13D	0
ANKRD13D_5	ANKRD13D	0
ANKRD16_1	ANKRD16	0
ANKRD16_4	ANKRD16	0
ANKRD16_5	ANKRD16	0
ANKRD17_1	ANKRD17	0
ANKRD17_2	ANKRD17	0
ANKRD17_3	ANKRD17	0
ANKRD17_4	ANKRD17	0
ANKRD17_5	ANKRD17	0
ANKRD18A_1	ANKRD18A	0
ANKRD18A_2	ANKRD18A	0
ANKRD18A_3	ANKRD18A	0
ANKRD18A_4	ANKRD18A	0
ANKRD18A_5	ANKRD18A	0
ANKRD18B_1	ANKRD18B	0
ANKRD18B_2	ANKRD18B	0
ANKRD18B_4	ANKRD18B	0
ANKRD2_1	ANKRD2	0
ANKRD2_2	ANKRD2	0
ANKRD2_3	ANKRD2	0
ANKRD2_4	ANKRD2	0
ANKRD2_5	ANKRD2	0
ANKRD22_1	ANKRD22	0
ANKRD22_2	ANKRD22	0
ANKRD22_3	ANKRD22	0
ANKRD22_4	ANKRD22	0
ANKRD22_5	ANKRD22	0
ANKRD23_1	ANKRD23	0
ANKRD23_2	ANKRD23	0
ANKRD23_3	ANKRD23	0
ANKRD23_4	ANKRD23	0
ANKRD23_5	ANKRD23	0
ANKRD24_1	ANKRD24	0
ANKRD24_2	ANKRD24	0
ANKRD24_3	ANKRD24	0
ANKRD24_4	ANKRD24	0
ANKRD24_5	ANKRD24	0
ANKRD26_1	ANKRD26	0
ANKRD26_2	ANKRD26	0
ANKRD26_3	ANKRD26	0
ANKRD26_4	ANKRD26	0
ANKRD26_5	ANKRD26	0
ANKRD27_1	ANKRD27	0
ANKRD27_2	ANKRD27	0
ANKRD27_3	ANKRD27	0
ANKRD27_4	ANKRD27	0
ANKRD27_5	ANKRD27	0
ANKRD28_1	ANKRD28	0
ANKRD28_2	ANKRD28	0
ANKRD28_3	ANKRD28	0
ANKRD28_4	ANKRD28	0
ANKRD29_1	ANKRD29	0
ANKRD29_2	ANKRD29	0
ANKRD29_3	ANKRD29	0
ANKRD29_4	ANKRD29	0
ANKRD29_5	ANKRD29	0
ANKRD30A_1	ANKRD30A	0
ANKRD30A_2	ANKRD30A	0
ANKRD30A_3	ANKRD30A	0
ANKRD30A_4	ANKRD30A	0
ANKRD30A_5	ANKRD30A	0
ANKRD30B_1	ANKRD30B	0
ANKRD30B_2	ANKRD30B	0
ANKRD30B_3	ANKRD30B	0
ANKRD30B_5	ANKRD30B	0
ANKRD31_2	ANKRD31	0
ANKRD31_3	ANKRD31	0
ANKRD31_5	ANKRD31	0
ANKRD33_1	ANKRD33	0
ANKRD33_3	ANKRD33	0
ANKRD33_4	ANKRD33	0
ANKRD33_5	ANKRD33	0
ANKRD33B_1	ANKRD33B	0
ANKRD33B_2	ANKRD33B	0
ANKRD33B_3	ANKRD33B	0
ANKRD33B_5	ANKRD33B	0
ANKRD34A_1	ANKRD34A	0
ANKRD34A_2	ANKRD34A	0
ANKRD34A_3	ANKRD34A	0
ANKRD34B_2	ANKRD34B	0
ANKRD34B_3	ANKRD34B	0
ANKRD34B_4	ANKRD34B	0
ANKRD34B_5	ANKRD34B	0
ANKRD34C_1	ANKRD34C	0
ANKRD34C_2	ANKRD34C	0
ANKRD34C_3	ANKRD34C	0
ANKRD34C_4	ANKRD34C	0
ANKRD34C_5	ANKRD34C	0
ANKRD35_1	ANKRD35	0
ANKRD35_2	ANKRD35	0
ANKRD35_3	ANKRD35	0
ANKRD35_4	ANKRD35	0
ANKRD35_5	ANKRD35	0
ANKRD36_1	ANKRD36	0
ANKRD36_2	ANKRD36	0
ANKRD36_3	ANKRD36	0
ANKRD36_4	ANKRD36	0
ANKRD36B_1	ANKRD36B	0
ANKRD36B_2	ANKRD36B	0
ANKRD36B_3	ANKRD36B	0
ANKRD36B_5	ANKRD36B	0
ANKRD36C_1	ANKRD36C	0
ANKRD36C_2	ANKRD36C	0
ANKRD36C_3	ANKRD36C	0
ANKRD36C_4	ANKRD36C	0
ANKRD36C_5	ANKRD36C	0
ANKRD37_1	ANKRD37	0
ANKRD37_2	ANKRD37	0
ANKRD37_3	ANKRD37	0
ANKRD37_4	ANKRD37	0
ANKRD37_5	ANKRD37	0
ANKRD39_1	ANKRD39	0
ANKRD39_2	ANKRD39	0
ANKRD39_3	ANKRD39	0
ANKRD39_4	ANKRD39	0
ANKRD39_5	ANKRD39	0
ANKRD40_1	ANKRD40	0
ANKRD40_2	ANKRD40	0
ANKRD40_3	ANKRD40	0
ANKRD40_4	ANKRD40	0
ANKRD40_5	ANKRD40	0
ANKRD42_1	ANKRD42	0
ANKRD42_2	ANKRD42	0
ANKRD42_3	ANKRD42	0
ANKRD42_4	ANKRD42	0
ANKRD42_5	ANKRD42	0
ANKRD44_1	ANKRD44	0
ANKRD44_2	ANKRD44	0
ANKRD44_3	ANKRD44	0
ANKRD44_4	ANKRD44	0
ANKRD44_5	ANKRD44	0
ANKRD45_1	ANKRD45	0
ANKRD45_3	ANKRD45	0
ANKRD45_4	ANKRD45	0
ANKRD45_5	ANKRD45	0
ANKRD46_1	ANKRD46	0
ANKRD46_2	ANKRD46	0
ANKRD46_3	ANKRD46	0
ANKRD46_4	ANKRD46	0
ANKRD46_5	ANKRD46	0
ANKRD49_1	ANKRD49	0
ANKRD49_2	ANKRD49	0
ANKRD49_5	ANKRD49	0
ANKRD50_1	ANKRD50	0
ANKRD50_2	ANKRD50	0
ANKRD50_3	ANKRD50	0
ANKRD50_4	ANKRD50	0
ANKRD50_5	ANKRD50	0
ANKRD52_1	ANKRD52	0
ANKRD52_2	ANKRD52	0
ANKRD52_3	ANKRD52	0
ANKRD52_4	ANKRD52	0
ANKRD52_5	ANKRD52	0
ANKRD53_1	ANKRD53	0
ANKRD53_2	ANKRD53	0
ANKRD53_4	ANKRD53	0
ANKRD54_1	ANKRD54	0
ANKRD54_2	ANKRD54	0
ANKRD54_3	ANKRD54	0
ANKRD54_4	ANKRD54	0
ANKRD54_5	ANKRD54	0
ANKRD55_1	ANKRD55	0
ANKRD55_2	ANKRD55	0
ANKRD55_3	ANKRD55	0
ANKRD55_4	ANKRD55	0
ANKRD55_5	ANKRD55	0
ANKRD6_1	ANKRD6	0
ANKRD6_2	ANKRD6	0
ANKRD6_3	ANKRD6	0
ANKRD6_4	ANKRD6	0
ANKRD6_5	ANKRD6	0
ANKRD60_1	ANKRD60	0
ANKRD60_2	ANKRD60	0
ANKRD60_3	ANKRD60	0
ANKRD60_4	ANKRD60	0
ANKRD60_5	ANKRD60	0
ANKRD61_1	ANKRD61	0
ANKRD61_2	ANKRD61	0
ANKRD61_3	ANKRD61	0
ANKRD61_4	ANKRD61	0
ANKRD61_5	ANKRD61	0
ANKRD62_1	ANKRD62	0
ANKRD62_3	ANKRD62	0
ANKRD62_4	ANKRD62	0
ANKRD62_5	ANKRD62	0
ANKRD63_1	ANKRD63	0
ANKRD63_2	ANKRD63	0
ANKRD63_3	ANKRD63	0
ANKRD63_4	ANKRD63	0
ANKRD63_5	ANKRD63	0
ANKRD65_1	ANKRD65	0
ANKRD65_4	ANKRD65	0
ANKRD65_5	ANKRD65	0
ANKRD66_1	ANKRD66	0
ANKRD66_2	ANKRD66	0
ANKRD66_5	ANKRD66	0
ANKRD7_2	ANKRD7	0
ANKRD7_3	ANKRD7	0
ANKRD7_4	ANKRD7	0
ANKRD7_5	ANKRD7	0
ANKRD9_1	ANKRD9	0
ANKRD9_3	ANKRD9	0
ANKRD9_4	ANKRD9	0
ANKS1A_2	ANKS1A	0
ANKS1A_3	ANKS1A	0
ANKS1A_4	ANKS1A	0
ANKS1A_5	ANKS1A	0
ANKS1B_1	ANKS1B	0
ANKS1B_3	ANKS1B	0
ANKS1B_4	ANKS1B	0
ANKS1B_5	ANKS1B	0
ANKS3_1	ANKS3	0
ANKS3_3	ANKS3	0
ANKS3_4	ANKS3	0
ANKS3_5	ANKS3	0
ANKS4B_1	ANKS4B	0
ANKS4B_3	ANKS4B	0
ANKS4B_4	ANKS4B	0
ANKS4B_5	ANKS4B	0
ANKS6_1	ANKS6	0
ANKS6_2	ANKS6	0
ANKS6_3	ANKS6	0
ANKS6_4	ANKS6	0
ANKS6_5	ANKS6	0
ANKUB1_1	ANKUB1	0
ANKUB1_2	ANKUB1	0
ANKUB1_3	ANKUB1	0
ANKUB1_4	ANKUB1	0
ANKUB1_5	ANKUB1	0
ANKZF1_1	ANKZF1	0
ANKZF1_2	ANKZF1	0
ANKZF1_4	ANKZF1	0
ANKZF1_5	ANKZF1	0
ANLN_1	ANLN	0
ANLN_2	ANLN	0
ANLN_3	ANLN	0
ANLN_4	ANLN	0
ANLN_5	ANLN	0
ANO1_1	ANO1	0
ANO1_2	ANO1	0
ANO1_4	ANO1	0
ANO1_5	ANO1	0
ANO10_1	ANO10	0
ANO10_2	ANO10	0
ANO10_3	ANO10	0
ANO10_4	ANO10	0
ANO10_5	ANO10	0
ANO2_1	ANO2	0
ANO2_2	ANO2	0
ANO2_3	ANO2	0
ANO2_4	ANO2	0
ANO2_5	ANO2	0
ANO3_1	ANO3	0
ANO3_2	ANO3	0
ANO3_3	ANO3	0
ANO3_4	ANO3	0
ANO3_5	ANO3	0
ANO4_2	ANO4	0
ANO4_3	ANO4	0
ANO4_4	ANO4	0
ANO4_5	ANO4	0
ANO5_1	ANO5	0
ANO5_3	ANO5	0
ANO5_4	ANO5	0
ANO5_5	ANO5	0
ANO6_1	ANO6	0
ANO6_2	ANO6	0
ANO6_3	ANO6	0
ANO6_4	ANO6	0
ANO6_5	ANO6	0
ANO7_1	ANO7	0
ANO7_2	ANO7	0
ANO7_3	ANO7	0
ANO7_4	ANO7	0
ANO7_5	ANO7	0
ANO8_2	ANO8	0
ANO8_3	ANO8	0
ANO8_4	ANO8	0
ANO8_5	ANO8	0
ANO9_1	ANO9	0
ANO9_2	ANO9	0
ANO9_3	ANO9	0
ANO9_4	ANO9	0
ANO9_5	ANO9	0
ANOS1_1	ANOS1	0
ANOS1_2	ANOS1	0
ANOS1_3	ANOS1	0
ANOS1_4	ANOS1	0
ANOS1_5	ANOS1	0
ANP32A_1	ANP32A	0
ANP32A_2	ANP32A	0
ANP32A_3	ANP32A	0
ANP32A_4	ANP32A	0
ANP32A_5	ANP32A	0
ANP32B_1	ANP32B	0
ANP32B_3	ANP32B	0
ANP32B_4	ANP32B	0
ANP32B_5	ANP32B	0
ANP32D_1	ANP32D	0
ANP32D_2	ANP32D	0
ANP32D_3	ANP32D	0
ANP32D_4	ANP32D	0
ANP32D_5	ANP32D	0
ANP32E_1	ANP32E	0
ANP32E_2	ANP32E	0
ANP32E_4	ANP32E	0
ANP32E_5	ANP32E	0
ANPEP_2	ANPEP	0
ANPEP_3	ANPEP	0
ANPEP_4	ANPEP	0
ANPEP_5	ANPEP	0
ANTXR1_1	ANTXR1	0
ANTXR1_2	ANTXR1	0
ANTXR1_3	ANTXR1	0
ANTXR1_4	ANTXR1	0
ANTXR1_5	ANTXR1	0
ANTXR2_1	ANTXR2	0
ANTXR2_2	ANTXR2	0
ANTXR2_3	ANTXR2	0
ANTXR2_4	ANTXR2	0
ANTXR2_5	ANTXR2	0
ANTXRL_2	ANTXRL	0
ANTXRL_3	ANTXRL	0
ANTXRL_4	ANTXRL	0
ANTXRL_5	ANTXRL	0
ANXA1_1	ANXA1	0
ANXA1_2	ANXA1	0
ANXA1_4	ANXA1	0
ANXA1_5	ANXA1	0
ANXA10_1	ANXA10	0
ANXA10_2	ANXA10	0
ANXA10_3	ANXA10	0
ANXA10_4	ANXA10	0
ANXA10_5	ANXA10	0
ANXA11_1	ANXA11	0
ANXA11_2	ANXA11	0
ANXA11_4	ANXA11	0
ANXA11_5	ANXA11	0
ANXA13_1	ANXA13	0
ANXA13_2	ANXA13	0
ANXA13_3	ANXA13	0
ANXA13_4	ANXA13	0
ANXA13_5	ANXA13	0
ANXA2_1	ANXA2	0
ANXA2_3	ANXA2	0
ANXA2_5	ANXA2	0
ANXA2R_1	ANXA2R	0
ANXA2R_2	ANXA2R	0
ANXA2R_3	ANXA2R	0
ANXA2R_4	ANXA2R	0
ANXA2R_5	ANXA2R	0
ANXA3_1	ANXA3	0
ANXA3_2	ANXA3	0
ANXA3_3	ANXA3	0
ANXA3_4	ANXA3	0
ANXA3_5	ANXA3	0
ANXA4_1	ANXA4	0
ANXA4_2	ANXA4	0
ANXA4_3	ANXA4	0
ANXA4_4	ANXA4	0
ANXA4_5	ANXA4	0
ANXA5_1	ANXA5	0
ANXA5_2	ANXA5	0
ANXA5_3	ANXA5	0
ANXA5_4	ANXA5	0
ANXA5_5	ANXA5	0
ANXA6_1	ANXA6	0
ANXA6_2	ANXA6	0
ANXA6_3	ANXA6	0
ANXA6_4	ANXA6	0
ANXA6_5	ANXA6	0
ANXA7_1	ANXA7	0
ANXA7_2	ANXA7	0
ANXA7_3	ANXA7	0
ANXA7_5	ANXA7	0
ANXA8_1	ANXA8	0
ANXA8_2	ANXA8	0
ANXA8_4	ANXA8	0
ANXA8_5	ANXA8	0
ANXA8L1_1	ANXA8L1	0
ANXA8L1_2	ANXA8L1	0
ANXA8L1_3	ANXA8L1	0
ANXA8L1_4	ANXA8L1	0
ANXA8L1_5	ANXA8L1	0
ANXA9_1	ANXA9	0
ANXA9_2	ANXA9	0
ANXA9_3	ANXA9	0
ANXA9_4	ANXA9	0
AOAH_1	AOAH	0
AOAH_2	AOAH	0
AOAH_3	AOAH	0
AOAH_4	AOAH	0
AOAH_5	AOAH	0
AOC1_1	AOC1	0
AOC1_2	AOC1	0
AOC1_3	AOC1	0
AOC1_4	AOC1	0
AOC1_5	AOC1	0
AOC2_1	AOC2	0
AOC2_2	AOC2	0
AOC2_3	AOC2	0
AOC2_5	AOC2	0
AOC3_2	AOC3	0
AOC3_4	AOC3	0
AOC3_5	AOC3	0
AOX1_1	AOX1	0
AOX1_2	AOX1	0
AOX1_3	AOX1	0
AOX1_4	AOX1	0
AOX1_5	AOX1	0
AP1AR_1	AP1AR	0
AP1AR_2	AP1AR	0
AP1AR_3	AP1AR	0
AP1AR_4	AP1AR	0
AP1AR_5	AP1AR	0
AP1B1_1	AP1B1	0
AP1B1_2	AP1B1	0
AP1B1_3	AP1B1	0
AP1B1_4	AP1B1	0
AP1G1_1	AP1G1	0
AP1G1_2	AP1G1	0
AP1G1_3	AP1G1	0
AP1G1_4	AP1G1	0
AP1G1_5	AP1G1	0
AP1G2_1	AP1G2	0
AP1G2_2	AP1G2	0
AP1G2_4	AP1G2	0
AP1G2_5	AP1G2	0
AP1M1_1	AP1M1	0
AP1M1_2	AP1M1	0
AP1M1_3	AP1M1	0
AP1M1_4	AP1M1	0
AP1M1_5	AP1M1	0
AP1M2_1	AP1M2	0
AP1M2_2	AP1M2	0
AP1M2_3	AP1M2	0
AP1M2_4	AP1M2	0
AP1M2_5	AP1M2	0
AP1S1_1	AP1S1	0
AP1S1_2	AP1S1	0
AP1S1_3	AP1S1	0
AP1S1_4	AP1S1	0
AP1S1_5	AP1S1	0
AP1S2_1	AP1S2	0
AP1S2_2	AP1S2	0
AP1S2_3	AP1S2	0
AP1S2_4	AP1S2	0
AP1S2_5	AP1S2	0
AP1S3_1	AP1S3	0
AP1S3_2	AP1S3	0
AP1S3_4	AP1S3	0
AP1S3_5	AP1S3	0
AP2A1_1	AP2A1	0
AP2A1_2	AP2A1	0
AP2A1_3	AP2A1	0
AP2A1_4	AP2A1	0
AP2A1_5	AP2A1	0
AP2A2_1	AP2A2	0
AP2A2_2	AP2A2	0
AP2A2_3	AP2A2	0
AP2A2_4	AP2A2	0
AP2A2_5	AP2A2	0
AP2B1_1	AP2B1	0
AP2B1_2	AP2B1	0
AP2B1_3	AP2B1	0
AP2B1_4	AP2B1	0
AP2B1_5	AP2B1	0
AP2M1_1	AP2M1	0
AP2M1_2	AP2M1	0
AP2M1_3	AP2M1	0
AP2M1_4	AP2M1	0
AP2M1_5	AP2M1	0
AP2S1_2	AP2S1	0
AP2S1_3	AP2S1	0
AP2S1_4	AP2S1	0
AP2S1_5	AP2S1	0
AP3B1_1	AP3B1	0
AP3B1_2	AP3B1	0
AP3B1_3	AP3B1	0
AP3B1_4	AP3B1	0
AP3B2_1	AP3B2	0
AP3B2_2	AP3B2	0
AP3B2_4	AP3B2	0
AP3B2_5	AP3B2	0
AP3D1_1	AP3D1	0
AP3D1_2	AP3D1	0
AP3D1_3	AP3D1	0
AP3D1_4	AP3D1	0
AP3M1_2	AP3M1	0
AP3M1_3	AP3M1	0
AP3M1_4	AP3M1	0
AP3M1_5	AP3M1	0
AP3M2_1	AP3M2	0
AP3M2_2	AP3M2	0
AP3M2_3	AP3M2	0
AP3M2_4	AP3M2	0
AP3M2_5	AP3M2	0
AP3S1_1	AP3S1	0
AP3S1_2	AP3S1	0
AP3S1_3	AP3S1	0
AP3S1_5	AP3S1	0
AP3S2_1	AP3S2	0
AP3S2_2	AP3S2	0
AP3S2_3	AP3S2	0
AP3S2_4	AP3S2	0
AP3S2_5	AP3S2	0
AP4B1_1	AP4B1	0
AP4B1_2	AP4B1	0
AP4B1_3	AP4B1	0
AP4B1_4	AP4B1	0
AP4B1_5	AP4B1	0
AP4E1_1	AP4E1	0
AP4E1_3	AP4E1	0
AP4E1_4	AP4E1	0
AP4E1_5	AP4E1	0
AP4M1_1	AP4M1	0
AP4M1_2	AP4M1	0
AP4M1_3	AP4M1	0
AP4M1_4	AP4M1	0
AP4M1_5	AP4M1	0
AP4S1_1	AP4S1	0
AP4S1_2	AP4S1	0
AP4S1_5	AP4S1	0
AP5B1_1	AP5B1	0
AP5B1_2	AP5B1	0
AP5B1_3	AP5B1	0
AP5B1_4	AP5B1	0
AP5B1_5	AP5B1	0
AP5M1_1	AP5M1	0
AP5M1_2	AP5M1	0
AP5M1_4	AP5M1	0
AP5M1_5	AP5M1	0
AP5S1_1	AP5S1	0
AP5S1_2	AP5S1	0
AP5S1_3	AP5S1	0
AP5S1_4	AP5S1	0
AP5S1_5	AP5S1	0
AP5Z1_1	AP5Z1	0
AP5Z1_2	AP5Z1	0
AP5Z1_3	AP5Z1	0
AP5Z1_4	AP5Z1	0
AP5Z1_5	AP5Z1	0
APAF1_1	APAF1	0
APAF1_2	APAF1	0
APAF1_3	APAF1	0
APAF1_4	APAF1	0
APAF1_5	APAF1	0
APBA1_1	APBA1	0
APBA1_2	APBA1	0
APBA1_3	APBA1	0
APBA1_4	APBA1	0
APBA1_5	APBA1	0
APBA2_1	APBA2	0
APBA2_2	APBA2	0
APBA2_3	APBA2	0
APBA2_5	APBA2	0
APBA3_1	APBA3	0
APBA3_2	APBA3	0
APBA3_3	APBA3	0
APBA3_4	APBA3	0
APBA3_5	APBA3	0
APBB1_1	APBB1	0
APBB1_2	APBB1	0
APBB1_3	APBB1	0
APBB1_4	APBB1	0
APBB1_5	APBB1	0
APBB1IP_1	APBB1IP	0
APBB1IP_2	APBB1IP	0
APBB1IP_4	APBB1IP	0
APBB1IP_5	APBB1IP	0
APBB2_1	APBB2	0
APBB2_2	APBB2	0
APBB2_3	APBB2	0
APBB2_4	APBB2	0
APBB2_5	APBB2	0
APBB3_1	APBB3	0
APBB3_2	APBB3	0
APBB3_3	APBB3	0
APBB3_5	APBB3	0
APC_1	APC	0
APC_2	APC	0
APC_3	APC	0
APC_4	APC	0
APC_5	APC	0
APC2_1	APC2	0
APC2_2	APC2	0
APC2_3	APC2	0
APC2_5	APC2	0
APCDD1_1	APCDD1	0
APCDD1_2	APCDD1	0
APCDD1_3	APCDD1	0
APCDD1_5	APCDD1	0
APCDD1L_2	APCDD1L	0
APCDD1L_3	APCDD1L	0
APCDD1L_4	APCDD1L	0
APCDD1L_5	APCDD1L	0
APCS_1	APCS	0
APCS_2	APCS	0
APCS_3	APCS	0
APCS_4	APCS	0
APCS_5	APCS	0
APEH_1	APEH	0
APEH_2	APEH	0
APEH_3	APEH	0
APEH_4	APEH	0
APEH_5	APEH	0
APELA_1	APELA	0
APELA_2	APELA	0
APELA_3	APELA	0
APELA_4	APELA	0
APELA_5	APELA	0
APEX1_1	APEX1	0
APEX1_2	APEX1	0
APEX1_3	APEX1	0
APEX1_4	APEX1	0
APEX1_5	APEX1	0
APEX2_1	APEX2	0
APEX2_2	APEX2	0
APEX2_3	APEX2	0
APEX2_4	APEX2	0
APEX2_5	APEX2	0
APH1A_1	APH1A	0
APH1A_2	APH1A	0
APH1A_3	APH1A	0
APH1A_5	APH1A	0
APH1B_1	APH1B	0
APH1B_2	APH1B	0
APH1B_3	APH1B	0
APH1B_4	APH1B	0
APH1B_5	APH1B	0
API5_1	API5	0
API5_2	API5	0
API5_4	API5	0
API5_5	API5	0
APIP_1	APIP	0
APIP_2	APIP	0
APIP_3	APIP	0
APIP_4	APIP	0
APIP_5	APIP	0
APLF_1	APLF	0
APLF_2	APLF	0
APLF_3	APLF	0
APLF_4	APLF	0
APLF_5	APLF	0
APLN_1	APLN	0
APLN_2	APLN	0
APLN_4	APLN	0
APLN_5	APLN	0
APLNR_1	APLNR	0
APLNR_2	APLNR	0
APLNR_3	APLNR	0
APLNR_5	APLNR	0
APLP1_2	APLP1	0
APLP1_3	APLP1	0
APLP1_4	APLP1	0
APLP1_5	APLP1	0
APLP2_1	APLP2	0
APLP2_2	APLP2	0
APLP2_3	APLP2	0
APLP2_4	APLP2	0
APLP2_5	APLP2	0
APMAP_1	APMAP	0
APMAP_2	APMAP	0
APMAP_3	APMAP	0
APMAP_4	APMAP	0
APMAP_5	APMAP	0
APOA1_1	APOA1	0
APOA1_2	APOA1	0
APOA1_3	APOA1	0
APOA1_4	APOA1	0
APOA1BP_1	APOA1BP	0
APOA1BP_2	APOA1BP	0
APOA1BP_3	APOA1BP	0
APOA1BP_4	APOA1BP	0
APOA2_1	APOA2	0
APOA2_2	APOA2	0
APOA2_3	APOA2	0
APOA2_4	APOA2	0
APOA2_5	APOA2	0
APOA4_1	APOA4	0
APOA4_2	APOA4	0
APOA4_3	APOA4	0
APOA4_4	APOA4	0
APOA4_5	APOA4	0
APOA5_2	APOA5	0
APOA5_3	APOA5	0
APOA5_4	APOA5	0
APOA5_5	APOA5	0
APOB_1	APOB	0
APOB_2	APOB	0
APOB_3	APOB	0
APOBEC1_1	APOBEC1	0
APOBEC1_2	APOBEC1	0
APOBEC1_3	APOBEC1	0
APOBEC1_4	APOBEC1	0
APOBEC1_5	APOBEC1	0
APOBEC2_1	APOBEC2	0
APOBEC2_2	APOBEC2	0
APOBEC2_3	APOBEC2	0
APOBEC2_4	APOBEC2	0
APOBEC2_5	APOBEC2	0
APOBEC3A_1	APOBEC3A	0
APOBEC3A_2	APOBEC3A	0
APOBEC3A_3	APOBEC3A	0
APOBEC3A_4	APOBEC3A	0
APOBEC3A_5	APOBEC3A	0
APOBEC3B_1	APOBEC3B	0
APOBEC3B_2	APOBEC3B	0
APOBEC3B_3	APOBEC3B	0
APOBEC3B_4	APOBEC3B	0
APOBEC3B_5	APOBEC3B	0
APOBEC3C_2	APOBEC3C	0
APOBEC3C_3	APOBEC3C	0
APOBEC3C_4	APOBEC3C	0
APOBEC3C_5	APOBEC3C	0
APOBEC3D_1	APOBEC3D	0
APOBEC3D_2	APOBEC3D	0
APOBEC3D_4	APOBEC3D	0
APOBEC3F_1	APOBEC3F	0
APOBEC3F_2	APOBEC3F	0
APOBEC3F_3	APOBEC3F	0
APOBEC3F_5	APOBEC3F	0
APOBEC3G_1	APOBEC3G	0
APOBEC3G_2	APOBEC3G	0
APOBEC3G_3	APOBEC3G	0
APOBEC3G_4	APOBEC3G	0
APOBEC3G_5	APOBEC3G	0
APOBEC3H_1	APOBEC3H	0
APOBEC3H_2	APOBEC3H	0
APOBEC3H_3	APOBEC3H	0
APOBEC3H_4	APOBEC3H	0
APOBEC3H_5	APOBEC3H	0
APOBEC4_2	APOBEC4	0
APOBEC4_3	APOBEC4	0
APOBEC4_5	APOBEC4	0
APOBR_1	APOBR	0
APOBR_2	APOBR	0
APOBR_3	APOBR	0
APOBR_4	APOBR	0
APOBR_5	APOBR	0
APOC1_1	APOC1	0
APOC1_3	APOC1	0
APOC1_4	APOC1	0
APOC1_5	APOC1	0
APOC2_1	APOC2	0
APOC2_2	APOC2	0
APOC2_3	APOC2	0
APOC2_4	APOC2	0
APOC2_5	APOC2	0
APOC3_2	APOC3	0
APOC3_3	APOC3	0
APOC3_5	APOC3	0
APOC4_1	APOC4	0
APOC4_2	APOC4	0
APOC4_3	APOC4	0
APOC4_4	APOC4	0
APOC4_5	APOC4	0
APOD_1	APOD	0
APOD_2	APOD	0
APOD_3	APOD	0
APOD_4	APOD	0
APOD_5	APOD	0
APOE_1	APOE	0
APOE_2	APOE	0
APOE_3	APOE	0
APOE_5	APOE	0
APOF_1	APOF	0
APOF_2	APOF	0
APOF_4	APOF	0
APOF_5	APOF	0
APOH_2	APOH	0
APOH_3	APOH	0
APOH_5	APOH	0
APOL1_1	APOL1	0
APOL1_3	APOL1	0
APOL1_4	APOL1	0
APOL1_5	APOL1	0
APOL2_1	APOL2	0
APOL2_2	APOL2	0
APOL2_3	APOL2	0
APOL2_4	APOL2	0
APOL2_5	APOL2	0
APOL3_1	APOL3	0
APOL3_2	APOL3	0
APOL3_3	APOL3	0
APOL3_4	APOL3	0
APOL3_5	APOL3	0
APOL4_1	APOL4	0
APOL4_2	APOL4	0
APOL4_3	APOL4	0
APOL4_4	APOL4	0
APOL4_5	APOL4	0
APOL5_1	APOL5	0
APOL5_2	APOL5	0
APOL5_3	APOL5	0
APOL5_4	APOL5	0
APOL5_5	APOL5	0
APOL6_1	APOL6	0
APOL6_2	APOL6	0
APOL6_3	APOL6	0
APOL6_4	APOL6	0
APOLD1_1	APOLD1	0
APOLD1_2	APOLD1	0
APOLD1_3	APOLD1	0
APOLD1_4	APOLD1	0
APOLD1_5	APOLD1	0
APOM_1	APOM	0
APOM_3	APOM	0
APOM_4	APOM	0
APOM_5	APOM	0
APOO_2	APOO	0
APOO_3	APOO	0
APOO_4	APOO	0
APOO_5	APOO	0
APOOL_1	APOOL	0
APOOL_3	APOOL	0
APOOL_4	APOOL	0
APOOL_5	APOOL	0
APOPT1_1	APOPT1	0
APOPT1_2	APOPT1	0
APOPT1_3	APOPT1	0
APOPT1_4	APOPT1	0
APOPT1_5	APOPT1	0
APP_1	APP	0
APP_2	APP	0
APP_3	APP	0
APP_4	APP	0
APP_5	APP	0
APPBP2_1	APPBP2	0
APPBP2_2	APPBP2	0
APPBP2_3	APPBP2	0
APPBP2_4	APPBP2	0
APPBP2_5	APPBP2	0
APPL1_1	APPL1	0
APPL1_2	APPL1	0
APPL1_3	APPL1	0
APPL1_4	APPL1	0
APPL1_5	APPL1	0
APPL2_1	APPL2	0
APPL2_2	APPL2	0
APPL2_3	APPL2	0
APPL2_4	APPL2	0
APPL2_5	APPL2	0
APRT_1	APRT	0
APRT_2	APRT	0
APRT_3	APRT	0
APRT_4	APRT	0
APRT_5	APRT	0
APTX_1	APTX	0
APTX_2	APTX	0
APTX_3	APTX	0
